"ID","WBS","任务名称","任务类型","工期","开始时间","完成时间","前置任务","资源名称","主责资源","协作资源","供应商资源","责任部门","供应商","审核人/审批组","风险等级","里程碑","交付物","备注","原资源名称","资源池导入建议","评审意见"
"192","7.2","MRP补强需求规格","需求","10工作日","2026-08-17","2026-08-28","191","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","高","否","MRP需求规格","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"196","7.6","ERP-MDM接口方案","设计","8工作日","2026-09-30","2026-10-09","314","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","接口方案","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"197","7.7","ERP-MES接口方案","设计","8工作日","2026-10-12","2026-10-21","196","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","接口方案","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"198","7.8","MRP模块配置/开发","开发","20工作日","2026-10-22","2026-11-18","315","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","高","否","MRP模块","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"199","7.9","采购计划模块配置/开发","开发","15工作日","2026-11-19","2026-12-09","198","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","采购计划模块","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"200","7.10","生产计划模块配置/开发","开发","15工作日","2026-12-10","2026-12-30","199","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","生产计划模块","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"201","7.11","OA待办接口配置/开发","开发","10工作日","2026-12-31","2027-01-13","200","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","OA接口","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"204","7.14","ERP-MES联调","联调","10工作日","2027-02-05","2027-02-18","203","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","联调记录","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"208","8.2","MES内部初版蓝图编制","设计","15工作日","2026-09-17","2026-10-07","207","MES工作组","MES工作组","信息化项目管理工作室","","MES工作组","","MES工作组组长","高","否","MES初版蓝图","供应商未定期间内部先做初版蓝图，进场后复核","MES工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"210","8.4","MES供应商复核蓝图","设计","10工作日","2026-10-13","2026-10-26","209","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","复核蓝图","供应商未定期间内部先做初版蓝图，进场后复核","MES工作组;信息化项目管理工作室;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"211","8.5","MES蓝图评审通过","里程碑","0工作日","2026-10-30","2026-10-30","210","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","项目决策组","高","是","MES蓝图评审纪要","供应商未定期间内部先做初版蓝图，进场后复核","MES工作组;信息化项目管理工作室;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"219","8.7.3","工艺管理/轻量MBOM-配置/开发","开发","12工作日","2026-11-20","2026-12-07","218","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","轻量MBOM、工艺资料","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"264","8.16.3","QMS低代码平台-质量流程表单配置","开发","12工作日","2027-01-07","2027-01-22","263","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"265","8.16.4","QMS低代码平台-质量台账与审批流配置","开发","10工作日","2027-01-25","2027-02-05","264","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"267","8.16.6","QMS低代码平台-QMS基础能力验收","验收","5工作日","2027-02-16","2027-02-22","266","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组;数据质量工作组","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"273","8.99.1","MES一期系统集成测试","测试","15工作日","2027-03-01","2027-03-19","170,216,221,226,231,236,241,246,251,256,261,267,272","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","系统测试报告","关键节点前显式设置缓冲","MES工作组;MES供应商;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"277","8.99.5","MES一期试运行开始","里程碑","0工作日","2027-04-22","2027-04-22","276","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","项目决策组","高","是","试运行启动单","关键节点前显式设置缓冲","MES工作组;MES供应商;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"278","8.99.6","MES一期试运行与问题整改","试运行","15工作日","2027-04-23","2027-04-29","277","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","试运行报告","关键节点前显式设置缓冲","MES工作组;MES供应商;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"279","8.99.7","MES一期正式上线","里程碑","0工作日","2027-04-30","2027-04-30","278","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","项目决策组","高","是","正式上线报告","关键节点前显式设置缓冲","MES工作组;MES供应商;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"281","9.1","MDM-PLM集成联调","联调","10工作日","2027-05-03","2027-05-14","170,131,279,317,318","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","高","否","联调报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"282","9.2","MDM-ERP集成联调","联调","10工作日","2027-05-17","2027-05-28","281","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","高","否","联调报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"283","9.3","MDM-MES集成联调","联调","10工作日","2027-05-31","2027-06-11","282","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","高","否","联调报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"284","9.4","PLM-MES集成联调","联调","12工作日","2027-06-14","2027-06-29","283","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","高","否","联调报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"285","9.5","ERP-MES集成联调","联调","12工作日","2027-06-30","2027-07-15","284","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","高","否","联调报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"286","9.6","MES-QMS集成联调","联调","10工作日","2027-07-16","2027-07-29","285","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","高","否","联调报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"288","9.8","跨系统业务场景测试-工艺到执行","测试","8工作日","2027-08-11","2027-08-20","287","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","中","否","场景测试报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"289","9.9","跨系统业务场景测试-质量闭环","测试","8工作日","2027-08-23","2027-09-01","288","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","信息化项目管理工作室","中","否","场景测试报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"292","9.12","全系统集成联调完成","里程碑","0工作日","2027-10-05","2027-10-05","291","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","数据质量工作组;项目决策组","高","是","联调完成确认单","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"297","9.17","生产现场全面推广完成","里程碑","0工作日","2027-12-27","2027-12-27","296","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","数据质量工作组;项目决策组","高","是","推广完成确认单","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"300","9.20","数据治理常态化机制验收","里程碑","0工作日","2028-02-08","2028-02-08","299","信息化项目组","信息化项目组","信息化项目管理工作室;各工作组","MDM自研团队;PLM供应商;MES供应商;用友U8;供应商","信息化项目组","MDM自研;PLM供应商;MES供应商;用友U8","数据质量工作组;项目决策组","高","是","机制验收报告","2027年重点：联调、常态化治理、生产现场推广","信息化项目管理工作室;各工作组;供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"301","10.1","项目文档知识库深化","AI应用","15工作日","2027-05-03","2027-05-21","12","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","中","否","项目文档知识库","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"302","10.2","代码库问答与审查助手试点","AI应用","15工作日","2027-05-24","2027-06-11","301","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","中","否","代码库问答助手","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"305","10.5","数字员工场景筛选","AI应用","8工作日","2027-07-12","2027-07-21","304","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","高","否","场景清单","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"306","10.6","数字员工低风险场景原型","AI应用","20工作日","2027-07-22","2027-08-18","305","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","高","否","原型","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"307","10.7","数字员工试点运行","试点","20工作日","2027-08-19","2027-09-15","306","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","高","否","试点运行报告","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"308","10.8","AI应用/数字员工试点完成","里程碑","0工作日","2027-09-16","2027-09-16","307","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","项目决策组","高","是","试点完成报告","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"310","10.10","驾驶舱数据接入与看板深化","驾驶舱","20工作日","2027-10-01","2027-10-28","309","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","中","否","驾驶舱看板","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"311","10.11","项目总体验收材料准备","验收","15工作日","2028-02-09","2028-02-29","300,310","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","项目决策组","高","否","总体验收材料","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"312","10.12","项目总体验收前风险缓冲","缓冲","10工作日","2028-03-01","2028-03-14","311","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","信息化项目管理工作室","高","否","缓冲记录","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"313","10.13","项目总体验收","里程碑","0工作日","2028-03-31","2028-03-31","312","信息化项目组","信息化项目组","信息化项目管理工作室;各业务试点部门","AI服务器供应商","信息化项目组","AI服务器供应商","项目决策组","高","是","总体验收报告","2026先支撑MDM自研和知识库，2027深化数字员工","信息化项目管理工作室;AI服务器供应商;各业务试点部门","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"314","7.5.1","ERP/OA需求冻结","里程碑","0工作日","2026-09-30","2026-09-30","195","ERP·OA工作组","ERP·OA工作组","信息化项目管理工作室","用友U8","ERP·OA工作组","用友U8","项目决策组","高","是","需求冻结确认单","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"315","7.7.1","ERP/OA接口方案评审通过","里程碑","0工作日","2026-10-22","2026-10-22","197","ERP·OA工作组","ERP·OA工作组","信息化项目管理工作室","用友U8","ERP·OA工作组","用友U8","项目决策组","高","是","方案评审结论","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"316","7.14.1","ERP/OA集成测试完成","里程碑","0工作日","2027-02-19","2027-02-19","204","ERP·OA工作组","ERP·OA工作组","信息化项目管理工作室","用友U8","ERP·OA工作组","用友U8","项目决策组","高","是","集成测试完成确认单","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"317","7.16.1","ERP/OA正式上线","里程碑","0工作日","2027-03-05","2027-03-05","206","ERP·OA工作组","ERP·OA工作组","信息化项目管理工作室","用友U8","ERP·OA工作组","用友U8","项目决策组","高","是","上线确认单","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强","ERP·OA工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"318","6.18.1","PLM正式上线","里程碑","0工作日","2027-04-24","2027-04-24","188","PLM工作组","PLM工作组","","PLM供应商","PLM工作组","PLM供应商","项目决策组","高","是","上线确认单","最好全有，以实际开发和集成进度为准","PLM工作组;PLM供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
